Event,Site_ID,Species,ShortName,Kingdom,DivisionPhylum,Count,Cell_biovol_u3,Cells_cm2,Biovolume_u3_cm2,Biovolume_mm3_m2
4,ILLI6,Navicula reichardtiana,NAreichd,Plantae,Bacillariophyta,2,140.08,15059.39928,2109520.651,21.09520651
4,ILLI6,Navicula capitatoradiata,NAcaprad,Plantae,Bacillariophyta,12,448.88,90356.39567,40559178.89,405.5917889
4,ILLI6,Gomphonema angustatum,GOangstt,Plantae,Bacillariophyta,2,300.22,15059.39928,4521132.851,45.21132851
4,ILLI6,Gomphonema parvulum,GOparvul,Plantae,Bacillariophyta,12,217.66,90356.39567,19666973.08,196.6697308
5,ILLI6,Nitzschia fonticola,NIfontic,Plantae,Bacillariophyta,39,6.78,94072.81642,637813.6953,6.378136953
5,ILLI6,Nitzschia dissipata,NIdissip,Plantae,Bacillariophyta,48,257.73,115781.9279,29840476.28,298.4047628
5,ILLI6,Reimeria sinuata,REsinuta,Plantae,Bacillariophyta,17,201.96,41006.09946,8281591.848,82.81591848
5,ILLI6,Nitzschia amphibia,NIamphib,Plantae,Bacillariophyta,50,188.15,120606.1749,22692051.81,226.9205181
5,ILLI6,Rhoicosphenia abbreviata,ROabbre,Plantae,Bacillariophyta,6,509.89,14472.74099,7379505.902,73.79505902
5,ILLI6,Nitzschia frustulum,NIfrustu,Plantae,Bacillariophyta,2,51.1,4824.246996,246519.0215,2.465190215
5,ILLI6,Nitzschia inconspicua,NIincons,Plantae,Bacillariophyta,17,47.24,41006.09946,1937128.139,19.37128139
5,ILLI6,Diatoma vulgaris,DAvulg,Plantae,Bacillariophyta,134,3785.76,323224.5487,1223650568,12236.50568
5,ILLI6,Cymbella excisa,CMexcisa,Plantae,Bacillariophyta,9,515.99,21709.11148,11201684.43,112.0168443
5,ILLI6,Amphora pediculus,AMpedcls,Plantae,Bacillariophyta,4,98.17,9648.493992,947192.6552,9.471926552
5,ILLI6,Achnanthidium pyrenaicum,AHpyrena,Plantae,Bacillariophyta,14,136.99,33769.72897,4626115.172,46.26115172
5,ILLI6,Cocconeis placentula var. euglypta,CCplaeug,Plantae,Bacillariophyta,72,587.23,173672.8918,101985932.3,1019.859323
5,ILLI6,Cymbella turgidula,CMturgdl,Plantae,Bacillariophyta,2,868.51,4824.246996,4189906.758,41.89906758
5,ILLI6,Achnanthidium minutissimum,AHminuti,Plantae,Bacillariophyta,7,54.5,16884.86449,920225.1144,9.202251144
5,ILLI6,Cyclotella meneghiniana,CYmenegh,Plantae,Bacillariophyta,2,718.06,4824.246996,3464098.798,34.64098798
5,ILLI6,Cocconeis pediculus,CCpedcls,Plantae,Bacillariophyta,120,3113.7,289454.8197,901275472.2,9012.754722
5,ILLI6,Eolimna minima,EOlmini,Plantae,Bacillariophyta,4,39.89,9648.493992,384878.4253,3.848784253
5,ILLI6,Gomphonema parvulum,GOparvul,Plantae,Bacillariophyta,2,217.66,4824.246996,1050045.601,10.50045601
5,ILLI6,Gomphonema kobayasii,GOkobaya,Plantae,Bacillariophyta,4,159.85,9648.493992,1542311.765,15.42311765
5,ILLI6,Navicula reichardtiana,NAreichd,Plantae,Bacillariophyta,2,140.08,4824.246996,675780.5192,6.757805192
5,ILLI6,Halamphora veneta,HLveneta,Plantae,Bacillariophyta,2,580.8,4824.246996,2801922.655,28.01922655
5,ILLI6,Eolimna subminuscula,EOsubmin,Plantae,Bacillariophyta,2,113,4824.246996,545139.9105,5.451399105
5,ILLI6,Navicula capitatoradiata,NAcaprad,Plantae,Bacillariophyta,2,448.88,4824.246996,2165507.991,21.65507991
5,ILLI6,Navicula stankovici,NAstank,Plantae,Bacillariophyta,8,440,19296.98798,8490674.713,84.90674713
5,ILLI6,Geissleria cummerowi,GEcummer,Plantae,Bacillariophyta,2,118.46,4824.246996,571480.2991,5.714802991
5,ILLI6,Gomphonema minutum,GOminutm,Plantae,Bacillariophyta,6,301.8,14472.74099,4367873.23,43.6787323
5,ILLI6,Gomphonema olivaceum,GOolivcm,Plantae,Bacillariophyta,8,243,19296.98798,4689168.08,46.8916808
5,ILLI6,Navicula cryptotenella,NAcryten,Plantae,Bacillariophyta,5,227.52,12060.61749,2744031.691,27.44031691
5,ILLI6,Navicula tripunctata,NAtripun,Plantae,Bacillariophyta,10,925.81,24121.23498,22331680.56,223.3168056
6,ILLI6,Nitzschia inconspicua,NIincons,Plantae,Bacillariophyta,69,47.24,120392.7318,5687352.65,56.8735265
6,ILLI6,Nitzschia frustulum,NIfrustu,Plantae,Bacillariophyta,2,51.1,3489.6444,178320.8288,1.783208288
6,ILLI6,Reimeria sinuata,REsinuta,Plantae,Bacillariophyta,13,201.96,22682.6886,4580995.79,45.8099579
6,ILLI6,Nitzschia palea,NIpalea,Plantae,Bacillariophyta,24,281.29,41875.7328,11779224.88,117.7922488
6,ILLI6,Nitzschia paleacea,NIpaleac,Plantae,Bacillariophyta,80,92.51,139585.776,12913080.14,129.1308014
6,ILLI6,Rhoicosphenia abbreviata,ROabbre,Plantae,Bacillariophyta,4,509.89,6979.2888,3558669.566,35.58669566
6,ILLI6,Nitzschia dissipata,NIdissip,Plantae,Bacillariophyta,61,257.73,106434.1542,27431274.56,274.3127456
6,ILLI6,Nitzschia amphibia,NIamphib,Plantae,Bacillariophyta,8,188.15,13958.5776,2626306.376,26.26306376
6,ILLI6,Achnanthidium altergracillima,AHalterg,Plantae,Bacillariophyta,14,153,24427.5108,3737409.152,37.37409152
6,ILLI6,Achnantheiopsis frequentissima,ACfreq,Plantae,Bacillariophyta,1,171,1744.8222,298364.59620000003,2.983645962
6,ILLI6,Achnanthidium pyrenaicum,AHpyrena,Plantae,Bacillariophyta,21,136.99,36641.2662,5019487.057,50.19487057
6,ILLI6,Eolimna minima,EOlmini,Plantae,Bacillariophyta,40,39.89,69792.888,2784038.302,27.84038302
6,ILLI6,Diatoma moniliformis,DAmonilf,Plantae,Bacillariophyta,4,80,6979.2888,558343.104,5.58343104
6,ILLI6,Amphora pediculus,AMpedcls,Plantae,Bacillariophyta,3,98.17,5234.4666,513867.5861,5.138675861
6,ILLI6,Diatoma vulgaris,DAvulg,Plantae,Bacillariophyta,30,3785.76,52344.666,198164342.8,1981.643428
6,ILLI6,Cocconeis placentula var. euglypta,CCplaeug,Plantae,Bacillariophyta,52,587.23,90730.7544,53279820.91,532.7982091
6,ILLI6,Achnantheiopsis lanceolata,AClanceo,Plantae,Bacillariophyta,4,138.16,6979.2888,964258.5406,9.642585406
6,ILLI6,Cocconeis pediculus,CCpedcls,Plantae,Bacillariophyta,7,3113.7,12213.7554,38029970.19,380.2997019
6,ILLI6,Achnanthidium minutissimum,AHminuti,Plantae,Bacillariophyta,4,54.5,6979.2888,380371.2396,3.803712396
6,ILLI6,Navicula cryptotenella,NAcryten,Plantae,Bacillariophyta,2,227.52,3489.6444,793963.8939,7.939638939
6,ILLI6,Navicula tenelloides,NAtenell,Plantae,Bacillariophyta,2,93.8,3489.6444,327328.6447,3.273286447
6,ILLI6,Gomphonema olivaceum,GOolivcm,Plantae,Bacillariophyta,100,243,174482.22,42399179.46,423.9917946
6,ILLI6,Navicula tripunctata,NAtripun,Plantae,Bacillariophyta,2,925.81,3489.6444,3230747.682,32.30747682
6,ILLI6,Navicula reichardtiana,NAreichd,Plantae,Bacillariophyta,32,140.08,55834.3104,7821270.201,78.21270201
6,ILLI6,Melosira varians,MEvarian,Plantae,Bacillariophyta,11,5207.06,19193.0442,99939332.73,999.3933273
6,ILLI6,Navicula incertata,NAincrtt,Plantae,Bacillariophyta,4,140,6979.2888,977100.432,9.77100432
6,ILLI6,Meridion circulare,MDcircul,Plantae,Bacillariophyta,4,635.08,6979.2888,4432406.731,44.32406731
6,ILLI6,Gomphonema parvulum,GOparvul,Plantae,Bacillariophyta,2,217.66,3489.6444,759556.0001,7.595560001
7,ILLI6,Nitzschia palea,NIpalea,Plantae,Bacillariophyta,3,281.29,8603.06748,2419956.852,24.19956852
7,ILLI6,Nitzschia amphibia,NIamphib,Plantae,Bacillariophyta,51,188.15,146252.1472,27517341.49,275.1734149
7,ILLI6,Nitzschia sigma,NIsigma,Plantae,Bacillariophyta,1,64.3,2867.68916,184392.413,1.84392413
7,ILLI6,Nitzschia dissipata,NIdissip,Plantae,Bacillariophyta,30,257.73,86030.6748,22172685.82,221.7268582
7,ILLI6,Nitzschia fonticola,NIfontic,Plantae,Bacillariophyta,12,6.78,34412.26992,233315.1901,2.333151901
7,ILLI6,Rhoicosphenia abbreviata,ROabbre,Plantae,Bacillariophyta,8,509.89,22941.51328,11697648.21,116.9764821
7,ILLI6,Reimeria sinuata,REsinuta,Plantae,Bacillariophyta,20,201.96,57353.7832,11583170.06,115.8317006
7,ILLI6,Ulnaria acus,ULacus,Plantae,Bacillariophyta,2,1420.11,5735.37832,8144868.106,81.44868106
7,ILLI6,Ulnaria ulna,ULulna,Plantae,Bacillariophyta,14,6195.78,40147.64824,248745996,2487.45996
7,ILLI6,Grunowia tabellaria,NIsintab,Plantae,Bacillariophyta,2,260.38,5735.37832,1493377.807,14.93377807
7,ILLI6,Nitzschia inconspicua,NIincons,Plantae,Bacillariophyta,150,47.24,430153.374,20320445.39,203.2044539
7,ILLI6,Eolimna minima,EOlmini,Plantae,Bacillariophyta,4,39.89,11470.75664,457568.4824,4.575684824
7,ILLI6,Encyonopsis vandamii,EYvandam,Plantae,Bacillariophyta,70,136.99,200738.2412,27499131.66,274.9913166
7,ILLI6,Cyclotella meneghiniana,CYmenegh,Plantae,Bacillariophyta,4,718.06,11470.75664,8236691.513,82.36691513
7,ILLI6,Cocconeis pediculus,CCpedcls,Plantae,Bacillariophyta,2,3113.7,5735.37832,17858247.48,178.5824748
7,ILLI6,Cymbella excisa,CMexcisa,Plantae,Bacillariophyta,14,515.99,40147.64824,20715785.02,207.1578502
7,ILLI6,Cocconeis placentula var. euglypta,CCplaeug,Plantae,Bacillariophyta,33,587.23,94633.74228,55571772.48,555.7177248
7,ILLI6,Amphora pediculus,AMpedcls,Plantae,Bacillariophyta,2,98.17,5735.37832,563042.0897,5.630420897
7,ILLI6,Amphora inariensis,AMinarie,Plantae,Bacillariophyta,1,98.17,2867.68916,281521.0448,2.815210448
7,ILLI6,Cymbella turgidula,CMturgdl,Plantae,Bacillariophyta,10,868.51,28676.8916,24906167.12,249.0616712
7,ILLI6,Encyonopsis vandamii,EYvandam,Plantae,Bacillariophyta,2,136.99,5735.37832,785689.4761,7.856894761
7,ILLI6,Navicula tripunctata,NAtripun,Plantae,Bacillariophyta,16,925.81,45883.02656,42478964.82,424.7896482
7,ILLI6,Navicula antonii,NAantoni,Plantae,Bacillariophyta,6,349.08,17206.13496,6006317.592,60.06317592
7,ILLI6,Gomphonema minutum,GOminutm,Plantae,Bacillariophyta,22,301.8,63089.16152,19040308.95,190.4030895
7,ILLI6,Navicula rostellata,NArostel,Plantae,Bacillariophyta,1,889.76,2867.68916,2551555.107,25.51555107
7,ILLI6,Melosira varians,MEvarian,Plantae,Bacillariophyta,12,5207.06,34412.26992,179186754.2,1791.867542
7,ILLI6,Navicula tenelloides,NAtenell,Plantae,Bacillariophyta,2,93.8,5735.37832,537978.4864,5.379784864
7,ILLI6,Gomphonema affine,GOaffine,Plantae,Bacillariophyta,2,1254.41,5735.37832,7194515.919,71.94515919
7,ILLI6,Gomphonema kobayasii,GOkobaya,Plantae,Bacillariophyta,18,159.85,51618.40488,8251202.02,82.5120202
7,ILLI6,Navicula trivialis,NAtrivls,Plantae,Bacillariophyta,4,688,11470.75664,7891880.569,78.91880569
7,ILLI6,Fragilaria capucina,FRcapuci,Plantae,Bacillariophyta,6,98.07,17206.13496,1687405.656,16.87405656
7,ILLI6,Navicula cryptotenella,NAcryten,Plantae,Bacillariophyta,17,227.52,48750.71572,11091762.84,110.9176284
7,ILLI6,Gomphonema parvulum,GOparvul,Plantae,Bacillariophyta,42,217.66,120442.9447,26215611.35,262.1561135
8,ILLI6,Pleurosira laevis,PRlaevis,Plantae,Bacillariophyta,7,161643.32,2760.46706,446211060.3,4462.110603
8,ILLI6,Nitzschia inconspicua,NIincons,Plantae,Bacillariophyta,6,47.24,2366.114622,111775.2548,1.117752548
8,ILLI6,Reimeria sinuata,REsinuta,Plantae,Bacillariophyta,4,201.96,1577.409748,318573.6728,3.185736728
8,ILLI6,Nitzschia amphibia,NIamphib,Plantae,Bacillariophyta,179,188.15,70589.08624,13281336.58,132.8133658
8,ILLI6,Encyonopsis vandamii,EYvandam,Plantae,Bacillariophyta,18,136.99,7098.343867,972402.1264,9.724021264
8,ILLI6,Cymbella excisa,CMexcisa,Plantae,Bacillariophyta,13,515.99,5126.581682,2645264.882,26.45264882
8,ILLI6,Craticula subminuscula,KCsubmin,Plantae,Bacillariophyta,18,113,7098.343867,802112.857,8.02112857
8,ILLI6,Cocconeis placentula,CCplacen,Plantae,Bacillariophyta,116,94.5,45744.8827,4322891.415,43.22891415
8,ILLI6,Caloneis bacillum,CAbacill,Plantae,Bacillariophyta,2,429.79,788.7048742,338977.4679,3.389774679
8,ILLI6,Cymbella turgidula,CMturgdl,Plantae,Bacillariophyta,115,868.51,45350.53026,39387389.04,393.8738904
8,ILLI6,Encyonopsis leei,EYleei,Plantae,Bacillariophyta,9,48,3549.171934,170360.2528,1.703602528
8,ILLI6,Achnanthidium pyrenaicum,AHpyrena,Plantae,Bacillariophyta,8,136.99,3154.819497,432178.7228,4.321787228
8,ILLI6,Navicula viridulacalcis,NAvical,Plantae,Bacillariophyta,2,10818.4,788.7048742,8532524.811,85.32524811
8,ILLI6,Navicula cryptotenella,NAcryten,Plantae,Bacillariophyta,4,227.52,1577.409748,358892.2659,3.588922659
8,ILLI6,Gomphonema clavatum,GOclavat,Plantae,Bacillariophyta,2,789.95,788.7048742,623037.4153,6.230374153
8,ILLI6,Halamphora veneta,HLveneta,Plantae,Bacillariophyta,1,580.8,394.3524371,229039.8955,2.290398955
8,ILLI6,Gomphonema parvulum,GOparvul,Plantae,Bacillariophyta,82,217.66,32336.89984,7038449.619,70.38449619
8,ILLI6,Gomphonema kobayasii,GOkobaya,Plantae,Bacillariophyta,8,159.85,3154.819497,504297.8965,5.042978965
8,ILLI6,Gomphonema gracile,GOgracil,Plantae,Bacillariophyta,2,182,788.7048742,143544.2871,1.435442871
8,ILLI6,Gomphonema minutum,GOminutm,Plantae,Bacillariophyta,4,301.8,1577.409748,476062.262,4.76062262
9,ILLI6,Nitzschia frustulum,NIfrustu,Plantae,Bacillariophyta,2,51.1,917.6105654,46889.89989,0.468898999
9,ILLI6,Pleurosira laevis,PRlaevis,Plantae,Bacillariophyta,13,161643.32,5964.468675,964116518.7,9641.165187
9,ILLI6,Ulnaria ulna,ULulna,Plantae,Bacillariophyta,6,6195.78,2752.831696,17055939.57,170.5593957
9,ILLI6,Nitzschia inconspicua,NIincons,Plantae,Bacillariophyta,14,47.24,6423.273958,303435.4618,3.034354618
9,ILLI6,Pseudostaurosira brevistriata,PDbrevis,Plantae,Bacillariophyta,7,196,3211.636979,629480.8479,6.294808479
9,ILLI6,Nitzschia amphibia,NIamphib,Plantae,Bacillariophyta,86,188.15,39457.25431,7423882.399,74.23882399
9,ILLI6,Reimeria sinuata,REsinuta,Plantae,Bacillariophyta,6,201.96,2752.831696,555961.8894,5.559618894
9,ILLI6,Cymbella turgidula,CMturgdl,Plantae,Bacillariophyta,78,868.51,35786.81205,31081204.13,310.8120413
9,ILLI6,Amphora pediculus,AMpedcls,Plantae,Bacillariophyta,2,98.17,917.6105654,90081.82921,0.900818292
9,ILLI6,Cocconeis placentula var. euglypta,CCplaeug,Plantae,Bacillariophyta,149,587.23,68361.98712,40144209.7,401.442097
9,ILLI6,Cocconeis pediculus,CCpedcls,Plantae,Bacillariophyta,6,3113.7,2752.831696,8571492.053,85.71492053
9,ILLI6,Diatoma vulgaris,DAvulg,Plantae,Bacillariophyta,2,3785.76,917.6105654,3473853.374,34.73853374
9,ILLI6,Encyonopsis leei,EYleei,Plantae,Bacillariophyta,10,524.3,4588.052827,2405516.097,24.05516097
9,ILLI6,Cymbella excisa,CMexcisa,Plantae,Bacillariophyta,2,515.99,917.6105654,473477.8757,4.734778757
9,ILLI6,Encyonopsis vandamii,EYvandam,Plantae,Bacillariophyta,52,136.99,23857.8747,3268290.255,32.68290255
9,ILLI6,Eolimna minima,EOlmini,Plantae,Bacillariophyta,40,39.89,18352.21131,732069.7091,7.320697091
9,ILLI6,Gomphonema gracile,GOgracil,Plantae,Bacillariophyta,2,182,917.6105654,167005.1229,1.670051229
9,ILLI6,Gomphonema kobayasii,GOkobaya,Plantae,Bacillariophyta,35,159.85,16058.18489,2566900.855,25.66900855
9,ILLI6,Melosira varians,MEvarian,Plantae,Bacillariophyta,2,5207.06,917.6105654,4778053.271,47.78053271
9,ILLI6,Gomphonema minutum,GOminutm,Plantae,Bacillariophyta,22,301.8,10093.71622,3046283.555,30.46283555
9,ILLI6,Navicula capitatoradiata,NAcaprad,Plantae,Bacillariophyta,6,448.88,2752.831696,1235691.092,12.35691092
9,ILLI6,Eolimna subminuscula,EOsubmin,Plantae,Bacillariophyta,4,113,1835.221131,207379.9878,2.073799878
9,ILLI6,Gomphonema parvulum,GOparvul,Plantae,Bacillariophyta,40,217.66,18352.21131,3994542.313,39.94542313
9,ILLI6,Navicula rostellata,NArostel,Plantae,Bacillariophyta,6,889.76,2752.831696,2449359.53,24.4935953
9,ILLI6,Gomphonema angustatum,GOangstt,Plantae,Bacillariophyta,2,300.22,917.6105654,275485.044,2.75485044
9,ILLI6,Navicula cryptotenella,NAcryten,Plantae,Bacillariophyta,6,227.52,2752.831696,626324.2675,6.263242675
11,ILLI6,Nitzschia amphibia,NIamphib,Plantae,Bacillariophyta,12,188.15,155692.7049,29293582.43,292.9358243
11,ILLI6,Surirella suecica,SUsuecic,Plantae,Bacillariophyta,2,384,25948.78415,9964333.115,99.64333115
11,ILLI6,Ulnaria ulna,ULulna,Plantae,Bacillariophyta,10,6195.78,129743.9208,803864789.4,8038.647894
11,ILLI6,Reimeria sinuata,REsinuta,Plantae,Bacillariophyta,40,201.96,518975.6831,104812328.9,1048.1232890000001
11,ILLI6,Nitzschia fonticola,NIfontic,Plantae,Bacillariophyta,13,6.78,168667.097,1143562.918,11.43562918
11,ILLI6,Nitzschia inconspicua,NIincons,Plantae,Bacillariophyta,32,47.24,415180.5464,19613129.01,196.1312901
11,ILLI6,Nitzschia dissipata,NIdissip,Plantae,Bacillariophyta,116,257.73,1505029.481,387891248.1,3878.912481
11,ILLI6,Surirella brebissonii,SUbreb,Plantae,Bacillariophyta,12,1382,155692.7049,215167318.2,2151.673182
11,ILLI6,Surirella angusta,SUangust,Plantae,Bacillariophyta,12,1128.31,155692.7049,175669635.9,1756.696359
11,ILLI6,Ulnaria acus,ULacus,Plantae,Bacillariophyta,6,1420.11,77846.35246,110550383.6,1105.503836
11,ILLI6,Achnanthidium minutissimum,AHminuti,Plantae,Bacillariophyta,9,54.5,116769.5287,6363939.313,63.63939313
11,ILLI6,Diatoma vulgaris,DAvulg,Plantae,Bacillariophyta,8,3785.76,103795.1366,392943476.4,3929.434764
11,ILLI6,Achnantheiopsis lanceolata,AClanceo,Plantae,Bacillariophyta,4,138.16,51897.56831,7170168.037,71.70168037
11,ILLI6,Encyonema leibleinii,ECleible,Plantae,Bacillariophyta,2,4973.95,25948.78415,129067954.9,1290.679549
11,ILLI6,Cyclotella meneghiniana,CYmenegh,Plantae,Bacillariophyta,2,718.06,25948.78415,18632783.95,186.3278395
11,ILLI6,Encyonopsis leei,EYleei,Plantae,Bacillariophyta,4,48,51897.56831,2491083.279,24.91083279
11,ILLI6,Amphora pediculus,AMpedcls,Plantae,Bacillariophyta,4,98.17,51897.56831,5094784.281,50.94784281
11,ILLI6,Cocconeis placentula var. euglypta,CCplaeug,Plantae,Bacillariophyta,26,587.23,337334.194,198092758.7,1980.927587
11,ILLI6,Cymbella turgidula,CMturgdl,Plantae,Bacillariophyta,2,868.51,25948.78415,22536778.52,225.3677852
11,ILLI6,Cocconeis pediculus,CCpedcls,Plantae,Bacillariophyta,2,3113.7,25948.78415,80796729.22,807.9672922
11,ILLI6,Amphora montana,AMmontan,Plantae,Bacillariophyta,2,215.03,25948.78415,5579767.056,55.79767056
11,ILLI6,Cymbella excisa,CMexcisa,Plantae,Bacillariophyta,8,515.99,103795.1366,53557252.54,535.5725254
11,ILLI6,Navicula menisculus,NAmenscl,Plantae,Bacillariophyta,4,1462,51897.56831,75874244.86,758.7424486
11,ILLI6,Navicula antonii,NAantoni,Plantae,Bacillariophyta,18,349.08,233539.0574,81523814.15,815.2381415
11,ILLI6,Navicula cryptotenella,NAcryten,Plantae,Bacillariophyta,51,227.52,661693.9959,150548617.9,1505.486179
11,ILLI6,Geissleria cummerowi,GEcummer,Plantae,Bacillariophyta,4,118.46,51897.56831,6147785.941,61.47785941
11,ILLI6,Gomphonema micropus,GOmicrop,Plantae,Bacillariophyta,2,462,25948.78415,11988338.28,119.8833828
11,ILLI6,Gomphonema minutum,GOminutm,Plantae,Bacillariophyta,4,301.8,51897.56831,15662686.11,156.6268611
11,ILLI6,Geissleria acceptata,GEaccep,Plantae,Bacillariophyta,2,118.46,25948.78415,3073892.971,30.73892971
11,ILLI6,Navicula tripunctata,NAtripun,Plantae,Bacillariophyta,20,925.81,259487.8415,240236438.6,2402.364386
11,ILLI6,Gomphonema angustatum,GOangstt,Plantae,Bacillariophyta,10,300.22,129743.9208,38951719.89,389.5171989
11,ILLI6,Navicula stankovici,NAstank,Plantae,Bacillariophyta,8,440,103795.1366,45669860.11,456.6986011
11,ILLI6,Gomphonema kobayasii,GOkobaya,Plantae,Bacillariophyta,4,159.85,51897.56831,8295826.294,82.95826294
11,ILLI6,Fragilaria capucina,FRcapuci,Plantae,Bacillariophyta,65,98.07,843335.485,82705911.01,827.0591101
11,ILLI6,Meridion circulare,MDcircul,Plantae,Bacillariophyta,20,635.08,259487.8415,164795538.4,1647.955384
11,ILLI6,Melosira varians,MEvarian,Plantae,Bacillariophyta,6,5207.06,77846.35246,405350628,4053.50628
11,ILLI6,Gomphonema olivaceum,GOolivcm,Plantae,Bacillariophyta,46,243,596822.0355,145027754.6,1450.277546
11,ILLI6,Navicula capitatoradiata,NAcaprad,Plantae,Bacillariophyta,6,448.88,77846.35246,34943670.69,349.4367069
11,ILLI6,Navicula reichardtiana,NAreichd,Plantae,Bacillariophyta,2,140.08,25948.78415,3634905.684,36.34905684
12,ILLI6,Nitzschia fonticola,NIfontic,Plantae,Bacillariophyta,88,6.78,734644.3751,4980888.863,49.80888863
12,ILLI6,Nitzschia inconspicua,NIincons,Plantae,Bacillariophyta,3,47.24,25044.6946,1183111.373,11.83111373
12,ILLI6,Nitzschia frustulum,NIfrustu,Plantae,Bacillariophyta,6,51.1,50089.38921,2559567.789,25.59567789
12,ILLI6,Surirella brebissonii,SUbreb,Plantae,Bacillariophyta,2,1382,16696.46307,23074511.96,230.7451196
12,ILLI6,Reimeria sinuata,REsinuta,Plantae,Bacillariophyta,8,201.96,66785.85228,13488070.73,134.8807073
12,ILLI6,Ulnaria ulna,ULulna,Plantae,Bacillariophyta,1,6195.78,8348.231535,51723805.98,517.2380598
12,ILLI6,Nitzschia amphibia,NIamphib,Plantae,Bacillariophyta,6,188.15,50089.38921,9424318.58,94.2431858
12,ILLI6,Nitzschia dissipata,NIdissip,Plantae,Bacillariophyta,27,257.73,225402.2514,58092922.26,580.9292226
12,ILLI6,Rhoicosphenia abbreviata,ROabbre,Plantae,Bacillariophyta,9,509.89,75134.08381,38310118,383.10118
12,ILLI6,Diatoma vulgaris,DAvulg,Plantae,Bacillariophyta,274,3785.76,2287415.441,8659605878,86596.05878
12,ILLI6,Cocconeis placentula var. euglypta,CCplaeug,Plantae,Bacillariophyta,32,587.23,267143.4091,156874624.1,1568.746241
12,ILLI6,Achnantheiopsis lanceolata,AClanceo,Plantae,Bacillariophyta,2,138.16,16696.46307,2306783.338,23.06783338
12,ILLI6,Cymbella excisa,CMexcisa,Plantae,Bacillariophyta,2,515.99,16696.46307,8615207.979,86.15207979
12,ILLI6,Achnantheiopsis delicatula,ACdelica,Plantae,Bacillariophyta,3,208.32,25044.6946,5217310.78,52.1731078
12,ILLI6,Cocconeis pediculus,CCpedcls,Plantae,Bacillariophyta,6,3113.7,50089.38921,155963331.2,1559.633312
12,ILLI6,Amphora inariensis,AMinarie,Plantae,Bacillariophyta,2,98.17,16696.46307,1639091.78,16.3909178
12,ILLI6,Eolimna minima,EOlmini,Plantae,Bacillariophyta,22,39.89,183661.0938,7326241.03,73.2624103
12,ILLI6,Gomphonema olivaceum,GOolivcm,Plantae,Bacillariophyta,10,243,83482.31535,20286202.63,202.8620263
12,ILLI6,Navicula antonii,NAantoni,Plantae,Bacillariophyta,10,349.08,83482.31535,29142006.64,291.4200664
12,ILLI6,Gomphonema kobayasii,GOkobaya,Plantae,Bacillariophyta,2,159.85,16696.46307,2668929.622,26.68929622
12,ILLI6,Navicula cryptotenella,NAcryten,Plantae,Bacillariophyta,10,227.52,83482.31535,18993896.39,189.9389639
12,ILLI6,Navicula reichardtiana,NAreichd,Plantae,Bacillariophyta,28,140.08,233750.483,32743767.66,327.4376766
12,ILLI6,Melosira varians,MEvarian,Plantae,Bacillariophyta,3,5207.06,25044.6946,130409227.5,1304.092275
12,ILLI6,Navicula capitatoradiata,NAcaprad,Plantae,Bacillariophyta,2,448.88,16696.46307,7494708.343,74.94708343
12,ILLI6,Navicula tripunctata,NAtripun,Plantae,Bacillariophyta,30,925.81,250446.946,231866287.1,2318.662871
12,ILLI6,Navicula stankovici,NAstank,Plantae,Bacillariophyta,10,440,83482.31535,36732218.75,367.3221875
12,ILLI6,Gomphonema parvulum,GOparvul,Plantae,Bacillariophyta,2,217.66,16696.46307,3634152.152,36.34152152
1,ILLI7,Nitzschia inconspicua,NIincons,Plantae,Bacillariophyta,43,47.24,118231.6025,5585260.903,55.852609030000004
1,ILLI7,Nitzschia capitellata,NIcapite,Plantae,Bacillariophyta,75,395.26,206217.9114,81509691.65,815.0969165
1,ILLI7,Nitzschia palea,NIpalea,Plantae,Bacillariophyta,3,281.29,8248.716455,2320281.452,23.20281452
1,ILLI7,Nitzschia dissipata,NIdissip,Plantae,Bacillariophyta,16,257.73,43993.15442,11338355.69,113.3835569
1,ILLI7,Ulnaria ulna,ULulna,Plantae,Bacillariophyta,1,6195.78,2749.572152,17035744.14,170.3574414
1,ILLI7,Reimeria sinuata,REsinuta,Plantae,Bacillariophyta,2,201.96,5499.144303,1110607.183,11.10607183
1,ILLI7,Nitzschia frustulum,NIfrustu,Plantae,Bacillariophyta,4,51.1,10998.28861,562012.5478,5.620125478
1,ILLI7,Cymbella excisa,CMexcisa,Plantae,Bacillariophyta,20,515.99,54991.44303,28375034.69,283.7503469
1,ILLI7,Encyonema silesiacum,ECsilesi,Plantae,Bacillariophyta,1,504.9,2749.572152,1388258.979,13.88258979
1,ILLI7,Eolimna minima,EOlmini,Plantae,Bacillariophyta,30,39.89,82487.16455,3290412.994,32.90412994
1,ILLI7,Amphora pediculus,AMpedcls,Plantae,Bacillariophyta,2,98.17,5499.144303,539850.9962,5.398509962
1,ILLI7,Achnanthidium minutissimum,AHminuti,Plantae,Bacillariophyta,4,54.5,10998.28861,599406.729,5.99406729
1,ILLI7,Cymbella tumida,CMtumida,Plantae,Bacillariophyta,1,2944.08,2749.572152,8094960.38,80.9496038
1,ILLI7,Cocconeis placentula var. euglypta,CCplaeug,Plantae,Bacillariophyta,32,587.23,87986.30885,51668200.15,516.6820015
1,ILLI7,Diatoma vulgaris,DAvulg,Plantae,Bacillariophyta,63,3785.76,173223.0455,655780876.9,6557.808769
